7619,Stone Oak Jewelers,Stone Oak Jewelers,"<p><span style=""color: #000000;"">In years past, people buying diamonds had to put their faith and trust into their jeweler. They would have to take their jeweler's word for the characteristics and value of a stone--and hope that their jeweler was accurate. </span><br /><br /><span style=""color: #000000;"">Even with the most honest jeweler in the world, though, it can be a bit nerve-wracking to make a purchase this big and this expensive!when all you have to rely on is someone's word.</span><br /><br /><span style=""color: #000000;"">While Dan Dement has earned his outstanding reputation as a jeweler by being 100% honest with his clientele, he now has technology on his side to <em>prove</em> his word. With the latest and most innovative advances in diamond grading technology, Dan can show his clients the exact specifications of any stone they're considering for purchase which leaves nothing uncertain, nothing to chance, and nothing to human error.</span><br /><br /><span style=""color: #000000;"">Chances are, you've heard about the 4 Cs of diamonds: clarity, color, carat weight, and cut. There is a plethora of literature out there to educate you on the importance of each, and how each can affect the total value of a diamond.</span><br /><br /><span style=""color: #000000;"">Unfortunately, it's nearly impossible for someone with an untrained eye to pick out the subtle and sometimes miniscule differences in carat weight, color, and clarity that can cause dramatic variations in price and value. That means you're left to rely on the experts who are human too,and sometime subject to error.</span><br /><br /><span style=""color: #000000;"">This is, in part, why it is so critical that you buy a GIA certified diamond from a GIA certified jeweler. The GIA (Gemological Institute of America) is the world's largest and most respected non-profit institute of gemological research and learning. When dealing with a jeweler who has been designated as a Graduate Gemologist by the GIA as Dan Dement, owner of <a style=""color: #000000;"" href=""http://sanantonioweddings.com/addwebsitestats.aspx?id=830"">Stone Oak Jewelers</a>&nbsp;has been, you can be assured that you're dealing with a jeweler who is instantly recognized around the world as the mark of a senior professional in the jewelry industry. </span><br /><br /><span style=""color: #000000;"">Aside from the knowledge that you're working with one of the best in the industry, <a style=""color: #000000;"" href=""http://sanantonioweddings.com/addwebsitestats.aspx?id=830"">Stone Oak Jewelers</a> offers a number of other things to put their clients minds at ease when making such a large purchase. With any GIA certified diamond you purchase at <a style=""color: #000000;"" href=""http://sanantonioweddings.com/addwebsitestats.aspx?id=830"">Stone Oak Jewelers</a>, you will receive a GIA certification that spells out the exact characteristics of that particular stone. Because these measurements are made by various diamond grading machines, there is very little left to human error, and thus, no guessing about the accuracy of the weight, color, or clarity of a stone. </span><br /><br /><span style=""color: #000000;"">However, as beneficial as these certifications are, they leave out the final and possibly the most important C: Cut.</span><br /><br /><span style=""color: #000000;"">Cut is often thought of as simply the shape of the diamond: round, square, triangular, etc. In reality, however, the cut refers to so much more: proportion, symmetry, and finish, as the pros say. Very basically, a diamond's cut is what gives the stone its brilliance, and allows it to reflect the ideal amount of light. If the stone is cut is too shallow or too deep, the diamond will reflect less light and lose brilliance and thus, lose value. </span><strong><span style=""color: #000000;"">An otherwise perfect stone can be drastically devalued by a poor cut.</span> </strong><br /><br /><span style=""color: #000000;"">But if a GIA certification doesn't grade the cut of a diamond, how do you know that you are purchasing a well-cut diamond?</span><br /><br /><span style=""color: #000000;"">Well, the GIA <em>is</em> working on adding a Cut grade to their certifications. In the meantime, however, there is a way for you to know the exact cut of the diamond you are purchasing.</span><br /><br /><span style=""color: #000000;""><a style=""color: #000000;"" href=""http://sanantonioweddings.com/addwebsitestats.aspx?id=830"">Stone Oak Jewelers</a> is the <strong>only jeweler in town</strong> with the technology to show you exactly how a diamond is cut. You can take any loose stone, and within seconds, they will show digital 3-D model of that stone, it's precise measurements, and the exact way in which it absorbs and reflects light (or, how much light it leaks or loses). This technology illuminates the final C in diamond grading. </span></p>
<p><span style=""color: #000000;"">Combined with the GIA certification for a diamond, it takes the guesswork and the human error out of judging the value of a diamond. You know, without a doubt, the exact specifications of the stone you are purchasing.</span><br /><br /><span style=""color: #000000;"">Don't leave a purchase this big and this important to chance. Come see Dan and his staff, and let them show you how this technology works. Once you see it, you won't risk buying a diamond from anyone else.</span></p>",dadement@swbell.net,,dadement@swbell.net,,1.93953E+11,https://www.instagram.com/stoneoakjewelers/,,Stone Oak Jewelers Wedding rings san antonio,"At Stone Oak Jewelers,  don't leave a purchase this important to chance.","stone oak jewelers, wedding rings, engagement rings, wedding bands, san antonio, tx, stone oak jewelers, wedding jewelry, anniversary, necklace, gold, silver, pearls, titanium, platinum, san antonio, tx, stone oak gifts, wedding",2104033900,,NULL,
7620,Straughan Photography,Straughan Photography,"<p><strong>Your love story documented in photographs...</strong></p>
<p>San Antonio photographer, Chrystina Straughan, has a passion for wedding photography storytelling. She will listen to your love story from your consultation and through your engagement session to capture the essence of that love story on your wedding day. This is told with images that are classic, candid and speak to the love you have as a couple.</p>
<p><strong>If you are looking for a professional, experienced wedding photographer for your San Antonio area wedding, then look no further.</strong></p>
<p>We offer wedding day solutions that our brides love, and we know you will too. Don't take our word for it., visit our testimonials page to see what others are saying!</p>
<p><em><strong>Who are we?</strong></em></p>
<p>Straughan Photography is an event and location photography company led by professional photographer Chrystina Straughan. Based in San Antonio, Texas, we shoot weddings, events, and location portrait sessions all over Texas.</p>
<p>Chrystina has a B.S. from Sam Houston State University and is armed with cutting-edge digital equipment allowing for state of the art technology to be combined with a passion for weddings, a love of storytelling and honed educated skill set.</p>
<p>For more information call (210)445-9837 or visit our website at&nbsp;<a>SanAntonioWeddingPhotography.com</a>&nbsp;and visit the contact page.</p>",strphoto@gmail.com,Bride to be San Antonio Weddings,strphoto@gmail.com,https://www.facebook.com/StraughanPhoto,1.17375E+11,https://www.instagram.com/straughan_photography/,,"Home of award winning wedding photographer Chrystina Straughan. Based in San Antonio, TX",Texas weddings are what we do! Straughan Photography is an award winning event and location photography company led by professional photographer Chrystina Straughan.,wedding-photography-san-antonio-tx-straughan-photography,2104459837,,NULL,
7621,Strawberry Pines,Strawberry Pines,"<p><span style=""color: #000000;""><strong>WELCOME TO STRAWBERRY PINES<br />Your Relaxation, Recreation, and Celebration destination!<br /></strong></span><em><span style=""color: #000000;"">The first time we saw the brilliant pink sunset through the pine trees, we knew we would call this tranquil place Strawberry Pines!<br /></span></em><em><span style=""color: #000000;""><strong><br /></strong></span></em><span style=""color: #000000;"">Strawberry Pines is perfectly suited for weddings, family reunions, corporate events, and retreats.&nbsp;We also offer three unique rental homes located under beautiful trees with lush green lawns. The rental homes are not sectioned off per room, but our great rates include full use of the entire house giving you that ""at home"" feeling allowing you to relax just as you intended to!<br /><br />They are perfect for outdoor celebrations or intimate getaways! Strawberry Pines in located in the Strawberry Capital of Texas, in the quaint town of Poteet!&nbsp;Over the past century, the city of Poteet has been the source of delicious strawberries for Texans as well hosting the world-renowned annual Poteet Strawberry Festival.</span><span style=""color: #000000;""><br /><br />Create your own dreamscape for your special occasion in our 100-year old barn.&nbsp;<br /></span><span style=""color: #000000;"">The barn provides over 8,000 sq feet of flexible space that can be used for ceremony space during inclement weather, dining space, and a dance floor. The barn has restrooms and a service kitchen. It&rsquo;s spacious enough to accommodate up to 300 people.<br /><br /></span><span style=""color: #000000;"">Make it a day or a weekend event!&nbsp;When doing a weekend package, our prices include the rental home:&nbsp;<br /></span><span style=""color: #000000;"">Our&nbsp;guest accommodations include&nbsp;3 large furnished homes ranging from two different 2 bedroom homes sleeping up to 9 and a&nbsp; 4 bedroom home sleeping up to 16.</span><span style=""color: #000000;""><br />- A modern ranch house nestled under stately oak trees on a hill.&nbsp;<br />- Two charming homes nestled in a stand of towering pine trees. Both homes have undergone restorations and renovations to ensure our guests receive a&nbsp;comfortable and memorable visit.&nbsp;<br /><br /></span><span style=""color: #000000;"">You&nbsp;will be&nbsp;surrounded by opportunities for relaxation including the screened-in porch, around a fire pit on our dock,&nbsp;or in one of the three private palapasas&nbsp;&nbsp;(gazebos).</span></p>
<p><span style=""color: #000000;"">We&nbsp;have&nbsp;the breathtaking shade of the stately pine trees, the beauty of&nbsp;a setting sun and our guests &nbsp;enjoy a newly built 2.5 acre lake, freshly stocked for bass fishing, as well as a stocked catfish pond. Guests can also enjoy many other outdoor activities like hiking, a game of horse shoes, and bird watching to name a few.<br /><br />We welcome affordable payment options for your special event.<br />Weekend events can be paid in up to 3 installments.&nbsp;<br />One day events can be paid in 2 installments.<br /></span></p>
<p><span style=""color: #000000;"">Ask about our photo shoot opportunities on property!</span><br /> <br /><span style=""color: #000000;"">We welcome you to come out and capture the magnificence of Strawberry Pines!</span><br /><span style=""color: #000000;""> For questions, appointments and reservations, please call us at 210-296-1764 or email <a style=""color: #000000;"" href=""mailto:darlene@strawberrypines.com"">darlene@strawberrypines.com</a>.</span></p>",darlene@strawberrypines.com,A Bride-to-be from SanAntonioWeddings.com,darlene@strawberrypines.com,https://www.facebook.com/Strawberrypines,6.39722E+14,https://www.instagram.com/strawberrypines,,Strawberry Pines Rustic Weddings San Antonio Poteet Tx,"Strawberry Pines in Poteet, TX, just outside San Antonio, the Strawberry Capital of the World is available for weddings &  receptions. Historic barn & tall pine trees for your event.","weddings, poteet, strawberry pines, weddings, receptions, poteet, tx,",2102961764,,,
7622,Sun Gold Photography,Sun Gold Photography,"<p style=""text-align: center;""><em><strong>WELCOME TO SUN GOLD PHOTOGRAPHY!<br /> </strong></em><br />Sun Gold Photography is a husband and wife team dedicated to capturing the most memorable moments in the lives of the people they touch through the eyes of the lens. Â They are based in New Braunfels serving the San Antonio and Central Texas area and provides services to savvy brides looking to do awesome Destination Wedding.<br /> <br />Since 2003, this duo has engraved upon the hearts and minds of each and every one of the beautiful and amazing couples they've photographed. LOVE their passion for the art of capturing memories through their photography has left their clients with a lifetime of beautiful, happy memories to love and cherish for the rest of their lives.<br /><br />Let them tell your story.</p>
<p style=""text-align: center;""><strong>* Laugh * Love * Click</strong><strong> *</strong></p>
<p>Â </p>",damian@sungoldphoto.com,A Bride-to-be from SanAntonioWeddings.com,damian@sungoldphoto.com,https://www.facebook.com/sungoldphoto?fref=ts,1.17631E+11,https://www.instagram.com/sungoldphoto,https://www.pinterest.com/sungoldphoto,Sun Gold Photography Wedding Photography San Antonio,"Sun Gold Photography has engraved on the hearts and minds of the amazing couples they've photographed, their passion for the art of photography with beautiful memories.","sun gold photography, weddings, photography, wedding photographer, sun gold photography, photographer, weddings, sun gold photography, bridal portraits, engagement photos, sun gold photography, weddings, bridal portraits,",8306099018,8307089665,8307089665,NULL
7623,Sunset Ranch,Sunset Ranch,"<p>Sunset Ranch, where Hill Country charm meets true Texas elegance, is a unique wedding and event center located on 25 beautiful acres off of Hwy 290.</p>
<p>Sunset Ranch is only 5 minutes from the Hill Country wine trail and Luckenbach Dance Hall, and only 10 minutes away from shopping, dining, and hotels in downtown Fredericksburg.</p>
<p>Sunset Ranch is a brand new, modern, farmhouse-inspired wedding and event center. Sunset Ranch&rsquo;s modern design and breathtaking sunsets make it the perfect venue for a wedding, reception, anniversary or special birthday event, or corporate event.</p>",sunsetrancheventcenter@gmail.com,A Bride-to-Be From San Antonio Weddings,sunsetrancheventcenter@gmail.com,,5.48242E+14,https://www.instagram.com/sunsetrancheventcenter/,,Sunset Ranch Event Center,Celebrate your South Texas wedding in the Hill Country's newest wedding venue.  We are Sunset Ranch. We invite you to come out see what we have to offer.,,8309920001,,NULL,https://www.sanantonioweddings.com/vt/sunsetranch1
7624,Sunset Station,Sunset Station,"<p>Sunset Station is the perfect spot to turn your dream wedding into reality. Originally built in 1902 as the Southern Pacific Railroad depot terminal, Sunset Station is a National Historic Landmark rich in history and beauty with architectural elements that maintain much of the original open art deco structure. The famed station symbolizes a past as rich as the promise of your new life and the opportunity to celebrate a beautiful beginning with family and friends.</p>
<p>Located in the heart of downtown San Antonio in St. Paul&rsquo;s Square historic district, we offer 20,000 square feet of unique and versatile venue spaces that can accommodate 50 to 350 guests for both a wedding ceremony and seated reception. Featuring several unique venues in one very accessible downtown location with convenient parking, Sunset Station offers the perfect setting for your dream wedding.&nbsp;&nbsp;</p>
<p>For decades, couples have been celebrating their special day here as each of our venues offers a unique setting to match the couple&rsquo;s style. Whether you&rsquo;re looking for a venue full of culture or one that&rsquo;s a bit more industrial and modern, we have it all. From sparkling lights, stained glass windows, and intricate handcrafted ceilings, to exposed wood trusses, brick walls and hardwood floors, our wedding specialists can design the space to fit your dream theme and color scheme.&nbsp;</p>
<ul>
<li>The Depot also known as &ldquo;The Building of 1,000 Lights&rdquo; and &ldquo;The Crown Jewel of San Antonio&rdquo; is rich in history and authenticity. Your guests will feel welcomed to an evening of Texas sophistication and San Antonio elegance with gold leaf vaulted ceilings, magnificent grand staircase and gorgeous stained glass windows. The Depot represents premier event space in San Antonio, unrivaled in charm and history.</li>
<li>La Dahlia offers a modern taste of San Antonio with its decorative flooring and bold, vibrant colors. The eclectic atmosphere is perfect for the couple looking for festive surroundings. There are two permanent bars on each end of the room, making it ideal for receptions.</li>
<li>The Arcadian offers a uniquely rustic ambiance created by the exposed brick walls and wooden beams. Wooden sliding doors split the structure into North and South sectors. The North sector presents a permanent bar and the South sector displays a permanent stage platform.</li>
</ul>
<p>&nbsp;For information on our other venues please visit our website at <a href=""http://www.sunset-station.com/weddings"">http://www.sunset-station.com/weddings</a></p>
<p>&nbsp;We can also prepare a variety of catering selections to fit any couple&rsquo;s taste and vision. Our in-house caterers at Rosemary&rsquo;s Catering are experts in creating customized menus for weddings throughout the year. We can arrange top-of-the-line catering and beverage services with a menu that delights all guests and a culinary team dedicated to customer-service excellence.</p>
<p>From formal, traditional, and interfaith to casual, thematic, or non-denominational, our in-house wedding experts will work to ensure your wedding is personalized and customized to bring your dream vision to life.</p>
<p>To schedule an appointment or receive more information on planning your special day, please message us or call our Sales Office at (210) 474-7640.</p>",sunsetstation@therkgroup.com,A Bride-to-be from SanAntonioWeddings.com,sunsetstation@therkgroup.com,https://www.facebook.com/HistoricSunsetStation,2.16684E+14,https://www.instagram.com/sunsetstationsa/,www.pinterest.com/sunsetstation,"Sunset Station and Train Depot - San Antonio, TX","Sunset Station...San Antonio's Historic Train Depot, now your Special Event Venue.","Sunset Station, Weddings, train, Receptions, train depot, train station, San Antonio, tx, Sunset station, Historic, Downtown, Train Depot, train station, weddings, san antonio, tx, sunset station, wedding, sunset station, bachelore",2104747640,2104747621,,
7625,Sweet Traditions,Sweet Traditions,"<p>This is your special day--and at Sweet Traditions, I understand what that means. Together we will design a cake that reflects your theme, personality, is delicious, and will fit into any budget. <br /> <br /> My cake tasting is free, so call to set up an appointment. Your six-inch topper (or anniversary cake) is free--my gift to you with your wedding cake purchase.<br /> <br /> In addition to delectable cakes, <em>Sweet Traditions</em>&nbsp;also offers dessert bars as an alternative for the groom. <br /> <br /> My name is Lynda Stansberry, and I&nbsp;want to&nbsp;congratulate you&nbsp;on this most exciting time in your life. I look forward to working with you!</p>
<p align=""center"">&nbsp;</p>",stcakes@satx.rr.com,A Bride-to-be from SanAntonioWeddings.com,stcakes@satx.rr.com,,,,,Sweet Traditions Cakes Wedding Cakes Grooms Cakes San Antonio,"Sweet Traditions Cakes...We will design a cake that reflects your theme, personality, and delicious. Also offering chocolate fountain rentals.","sweet traditions cakes, weddings, wedding cake, grooms cakes, cakes and accessories, san antonio, tx, sweet traditions cakes, chocolate fountains, rentals, san antonio, texas, sweet traditions cakes, wedding desserts, treats,",2102874022,,NULL,
7626,Tapatio Springs Hill Country Resort & Spa,Tapatio Springs Hill Country Resort & Spa,"<p class=""MsoNormal"" style=""margin: 0in 0in 0pt;""><span style=""font-family: arial, helvetica, sans-serif;""><strong>Tapatio Springs Hill Country Resort &Â Spa</strong> is a destination in the Texas Hill Country for weddings and special events featuring magnificent ballrooms, resort accommodations, fine dining restaurant, full service spa and an 18-holf championship golf course.</span></p>
<p class=""MsoNormal"" style=""margin: 0in 0in 0pt;"">Â </p>
<p class=""MsoNormal"" style=""margin: 0in 0in 0pt;""><span style=""font-family: arial, helvetica, sans-serif;"">Located just outside of Boerne in the heart of the scenic Texas Hill Country, Tapatio SpringsÂ is the perfect setting for your rehearsal dinner, wedding ceremony, and reception.<span style=""mso-spacerun: yes;"">Â  </span>The newly remodeled resort offers accommodations for grand receptionsÂ and intimate gatherings. <span style=""mso-spacerun: yes;"">Â </span>We also have several beautiful locations for outdoor ceremonies & events, including venues overlooking the golf course and stunning landscape or overlooking Fredericks Creek with magnificent bluffs.<br /><br /></span></p>
<p class=""MsoNormal"" style=""margin: 0in 0in 0pt;""><span style=""font-family: arial, helvetica, sans-serif;"">Our friendly and experiencedÂ team is looking forward to assisting you with any planning necessary to make your wedding or social event flow smoothly.<span style=""mso-spacerun: yes;"">Â  </span></span></p>
<p class=""MsoNormal"" style=""margin: 0in 0in 0pt;""><span style=""font-family: arial, helvetica, sans-serif;"">Â </span></p>
<p class=""MsoNormal"" style=""margin: 0in 0in 0pt;""><span style=""font-family: arial, helvetica, sans-serif;"">From our breathtaking views, personalized service and luxury accommodations, Tapatio Springs will make your wedding aÂ unique and unforgettable experience.</span></p>
<p class=""MsoNormal"" style=""margin: 0in 0in 0pt;""><span style=""font-family: arial, helvetica, sans-serif;"">Â </span></p>
<p class=""MsoNormal"" style=""margin: 0in 0in 0pt;""><span style=""font-family: arial, helvetica, sans-serif;"">PleaseÂ contact our Wedding Specialist at (830) 537-5340 or by email at agoodwin@tapatio.com to arrange your personal tour.Â  We look forward to making your wedding dreams become a reality!<br /><br /></span><span style=""font-family: arial, helvetica, sans-serif;"">*Â <em>Please note that our Wedding Specialist is not in the office on Sunday & Monday</em></span></p>",jfalloon@tapatio.com,A Bride-to-Be from SanAntonioWeddings.com,jfalloon@tapatio.com,https://www.facebook.com/pages/The-Resort-at-Tapatio-Springs/106590821613,1.06591E+11,https://www.instagram.com/tapatiospringsweddings/,http://pinterest.com/tapatiosprings/boards/,"Tapatio Springs Hill Country Resort & Spa Wedding and Reception in Boerne, TX",Tapatio Springs Hill Country Resort & Spa. Escape the Ordinary. Celebrate in the newly remodeled Hill Country wedding and reception venue! Guest accommodations!,"tapatio, weddings, hill country, boerne, tapatio springs, boerne, weddings, boerne, hill country weddings, boerne, resort and spa, boerne, tx, tapatio springs. tapatio springs hill country resort & spa, destination weddings",8305374611,8774239408,,
7627,Team One Luxury Charters,Team One Luxury Charters,"<h6 class=""font_6"" style=""text-align: center;""><span style=""color: #000000;""><strong><span class=""color_23"">Customized Transportation Package for yourÂ Special OccasionÂ </span></strong></span></h6>
<h6 class=""font_8"" style=""text-align: center;""><span class=""color_11"" style=""color: #000000;"">With Team One Luxury Charter it is not just a ride, itâ€™s a FIVE STAR Chauffer service backed by 15 years of driving experience and customer relations. We offer style, dependability and convenience to all our clients. At Team One Luxury Charters, we realize that no two events are the same. Whether you want a spontaneous night out on the town, the wedding of your dreams, sight seeing through the hill country, the best prom night ever, the ultimate concert, or nail biting sporting events...</span></h6>
<h6 class=""font_8"" style=""text-align: center;""><span class=""color_11"" style=""color: #000000;"">Team One Luxury Charters has you covered. Proudly serving New Braunfels, Spring Branch, Boerne, San Marcos, San Antonio, Seguin and surrounding Hill Country areas.</span></h6>
<h6 class=""font_6"" style=""text-align: center;""><strong><span class=""color_23"" style=""color: #000000;"">Reliability and Proffessionalism</span></strong></h6>
<h6 class=""font_6"" style=""text-align: center;""><span class=""color_12"" style=""color: #000000;"">Our fleet is exceptionally maintained. That means safe, comfortable rides. And we have beautiful vehicles to suit every taste and party size - couples, families, friends, and solo travelers can all ride in style with us.</span></h6>",teamoneluxurycharters@gmail.com,Getting Married in San Antonio,teamoneluxurycharters@gmail.com,https://www.facebook.com/teamoneluxurycharters/,1.00729E+14,https://www.instagram.com/teamoneluxurycharters/,,Team One Luxury Charters,Customized Transportation Package for your Special Occasion,"Team One, Luxury Charters, Wedding Vehicles, Limousines, Limo, Stretch Limo, Get-A-Way Car, Vintage Vehicle, Modern Car Rental",8302372038,,8302372038,
7629,Texas Wedding Ministers,Texas Wedding Ministers - Reverend Rene Esparza,"<div>My name is Reverend Esparza and I would be honored to perform your ceremony. &nbsp;I create custom, memorable and heartfelt ceremonies that reflect couple's beliefs and express the love they share. I have conducted over 800 ceremonies. I am bilingual and can conducted ceremonies in English and/or Spanish. &nbsp;I am also a Couple's Choice Winner for 2014 &amp; 2015, award by weddingwire.com.</div>
<div>&nbsp;</div>
<div>You only get one shot at the perfect ceremony and the only service you can't have a wedding without is a wedding officiant! &nbsp;My experience, knowledge and compassion will ensure the flawless ceremony you have envisioned!</div>
<div>&nbsp;</div>
<div>I conduct Civil, Religious, Non-Denominational, Interfaith, Catholic, Secular, Military and more and can include any Rituals such as Unity Candles, Hand Binding, Sand Unity Ceremonies just to name a few.</div>
<div>&nbsp;</div>
<div>I have performed small ceremonies with just the couple up to ceremonies with 300+ guests. &nbsp;I am a natural speaker with a passion for uniting happy couples and I would honored to unite you as well!&nbsp;</div>
<div>&nbsp;</div>
<div>As the head of Texas Wedding Ministers, Rev. Esparza has professionally trained a team of six wedding ministers: Rev. Martinez, Pastor Matthew, Rev. Audrie Henry, Pastor Richard, Rev Christel Stuart and Rev. Johnson. As a team, they all offer a no-cancellation guarantee! We are ensuring that your ceremony will be performed flawlessly with no fear of wedding officiant cancellation.</div>",rene@txweddingministers.com,A Bride-to-Be From San Antonio Weddings,rene@txweddingministers.com,https://www.facebook.com/EverlastingElopements,NULL,,http://www.pinterest.com/everlastingelop/,Texas Wedding Ministers Reverend Esparza Wedding officiant san antonio,My name is Reverend Esparza and I would be honored to perform your ceremony.,"texas wedding ministers, wedding ceremony, minister, reverend, rev rene esparza, clergy, ceremony, wedding ceremony minister,  texas wedding ministers, rene esparza, everlasting elopements,",2108605680,,512-694-1388,NULL
7382,Cake Shop,The Cake Shop,"<p>About Us â€“ The Cake Shop <!-- <meta name=""NextGEN"" version=""2.1.60"" /> --></p>
<div id=""page"" class=""hfeed site"">
<div id=""content"" class=""site-content"">
<div class=""container main-content-area"">
<div class=""row full-width"">
<div class=""main-content-inner col-sm-12 col-md-8"">
<div id=""primary"" class=""content-area"">
<div class=""post-inner-content"">
<article id=""post-16"" class=""post-16 page type-page status-publish hentry"">
<div class=""entry-content"">The Cake Shop was established in San Antonio with a dream to make quality and made from scratch cakes using only the finest ingredients. We have created beautiful, unique and delicious specialty cakes for thousands of satisfied customers.<br />Thirteen years later, the Cake Shop has become a community landmark, celebrated for its fine pastries, cookies and cakes. Although some changes have happened over the years, customers can count on The Cake Shop to be the best in quality, style and service.<br />With original and new recipes passed down through generations, The Cake Shop remains committed to serving the community with its fine products for many years to come. Our artistic and elegant designs will be remembered by your family and friends as a wonderful touch to your event.<br /><br /></div>
</article>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
<p>Â </p>",thecakeshop.contact@gmail.com,bride-to-be-San Antonio Weddings Magazine,thecakeshop.contact@gmail.com,https://www.facebook.com/thecakeshopsa/,https://www.facebook.com/thecakeshopsa/,https://www.instagram.com/cakeshop_sa/,,The Cake Shop creates unique and beautiful wedding and groom's cakes.,The Cake Shop creates unique and beautiful wedding and groom's cakes. Conveniently located in the Colonnade at I-10 and Wurzbach.,,2105611700,,,
7399,Club at Garden Ridge,The Club at Garden Ridge,"<p>Check out our feature <a href=""http://www.bluetoad.com/publication/?i=316652&p=128"">here</a> in San Antonio Weddings Magazine!</p>
<p class=""MsoNormal"" style=""mso-spacerun: yes;""><span style=""mso-bidi-font-size: 9.0pt;""><strong>The Club at Garden Ridge</strong> is an elegant facility with Texas flair, features nature inspired grounds with two serene lakes, hundreds of towering oak trees, and a creek bed with a beautiful stone bridge to provide you an amazing canvasÂ for your special day. Conveniently located at the edge of the Texas Hill Country just six miles northeast of San Antonio. Â Â </span></p>
<p><span style=""mso-bidi-font-size: 9.0pt;"">Our brand new 7,000 square foot wedding venue ballroom and ceremony pavilion overlook our beautiful lake appointed with a gorgeous water fountain. Â The new ballroom features woodÂ floors, open tongue and groove ceilings, and stone columns, along with a wrap-around porch. Â An 18-foot stone and granite built in bar and serving island, caterer's prep kitchen, and stage add to the elegant atmosphere. Â The new venue will accommodate receptions up to 300 guests. The wraparound porch and beautiful grounds will offer unique additional seating for larger receptions.</span></p>
<p><span style=""mso-bidi-font-size: 9.0pt;"">Looking for a more intimate setting? Â The<strong>Â Clubhouse</strong> will accommodate up to 115 guests for ceremony seating and 70 guests for dining seating. This room is composed of a majestic rock fireplace, cathedral ceilings, and massive windows, French doors open onto a wrap-around deck overlooking a romantic setting. Our open fireplace is ideal for Winter receptions. <strong>The Clubhouse</strong> is also perfect for Spring and Fall receptions as guests can enjoy the cool weather outside on the deck.</span></p>
<p><span style=""mso-bidi-font-size: 9.0pt;""><strong>The Club at Garden Ridge's</strong> park-like setting is ideal for outdoor weddings. <br />In addition to the new ceremony pavilion set on the upper lake, the grounds will currently accommodate over 250 guests for your outside ceremony. The towering oak trees combined with the wrap-around effect of the club house creates an impressive and memorable setting for your special day.</span></p>
<p><span style=""mso-bidi-font-size: 9.0pt;"">We invite you to tour our elegant facilities for ceremonies and receptions. Discover for yourself how <strong>The Club at Garden Ridge</strong> is making memories to cherish for a lifetime! Â Call <strong>Kristi</strong> today atÂ <strong>(210) 439-7887 or 210-651-6505Â </strong>to schedule your personal tour available by appointment only.</span>Â </p>
<p class=""MsoNormal"" style=""mso-spacerun: yes;"">Â </p>
<p class=""MsoNormal"">Â </p>
<p>Â </p>",kristi@theclubatgardenridge.com,A Bride-to-be from SanAntonioWeddings.com,kristi@theclubatgardenridge.com,https://www.facebook.com/theclubatgardenridge/,1.64006E+14,https://www.instagram.com/theclubatgardenridge/,,The Club at Garden Ridge New Wedding Facility - San Antonio,The Club at Garden Ridge offers a beautiful garden setting with an outside ceremony space by the lake and a new banquet hall for your Texas wedding and reception.,"the club at garden ridge, weddings, garden ridge club, gardenridge club, Garden Ridge Club, The Club at Garden Ridge, weddings, receptions, rehearsal dinners, bridal showers, garden ridg",2106516505,2106516505,2106516505,https://www.sanantonioweddings.com/vt/clubatgardenridge
